objectid,parentid,title,creator,date,description,subject,location,source,identifier,type,language,rights,display_template,object_location
food_036,food_034,"Interview with Tom Colicchio, Part 2, transcript",Tom Colicchio; Judith Weinraub,2011-05-12,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Colicchio_Tom_2011_05_12_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Colicchio_Tom-interview_2/Colicchio_Tom-2011_05_12-c-interview.precision.en.txt
food_037,,"Interview with Barbara Kafka, Part 1",Barbara Kafka; Judith Weinraub,2009-04-03,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref55/
food_038,food_037,"Interview with Barbara Kafka, Part 1, recording",Barbara Kafka; Judith Weinraub,2009-04-03,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref68.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/tdz08mdj
food_039,food_037,"Interview with Barbara Kafka, Part 1, transcript a",Barbara Kafka; Judith Weinraub,2009-04-03,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_03_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_1/Kafka_Barbara-2009_04_03-a-interview.precision.en.txt
food_040,food_037,"Interview with Barbara Kafka, Part 1, transcript b",Barbara Kafka; Judith Weinraub,2009-04-03,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_03_transcript_b_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_1/Kafka_Barbara-2009_04_03-b-interview.precision.en.txt
food_041,,"Interview with Barbara Kafka, Part 2",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref55/
food_042,food_041,"Interview with Barbara Kafka, Part 2, recording",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref72.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/pnvx0kxb
food_043,food_041,"Interview with Barbara Kafka, Part 2, transcript a",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_06_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_2/Kafka_Barbara-2009_04_06-a-interview.precision.en.txt
food_044,food_041,"Interview with Barbara Kafka, Part 2, transcript b",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_06_transcript_b_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_2/Kafka_Barbara-2009_04_06-b-interview.precision.en.txt
food_045,food_041,"Interview with Barbara Kafka, Part 2, transcript c",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_06_transcript_c_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_2/Kafka_Barbara-2009_04_06-c-interview.precision.en.txt
food_046,food_041,"Interview with Barbara Kafka, Part 2, transcript d",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_06_transcript_d_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_2/Kafka_Barbara-2009_04_06-d-interview.precision.en.txt
food_047,food_041,"Interview with Barbara Kafka, Part 2, transcript e",Barbara Kafka; Judith Weinraub,2009-04-06,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2009_04_06_transcript_e_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_2/Kafka_Barbara-2009_04_06-e-interview.precision.en.txt
food_048,,"Interview with Barbara Kafka, Part 3",Barbara Kafka; Judith Weinraub,2010-04-13,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref55/
food_049,food_048,"Interview with Barbara Kafka, Part 3, recording",Barbara Kafka; Judith Weinraub,2010-04-13,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref74.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/k0p2nh2s
food_050,food_048,"Interview with Barbara Kafka, Part 3, transcript",Barbara Kafka; Judith Weinraub,2010-04-13,"""An acclaimed presence in the food world for decades, Barbara Kafka has been a cookbook author, food writer, and a food and restaurant consultant.
No other writer working today can claim as long a professional association with James Beard. Their association began when she was hired to supervise and write much of The Cook's Catalogue, a book edited by Beard with Milton Glaser and Burton Richard Wolf in 1975. She continued to work with him, teaching classes at his cooking schools in California and New York, and helping him with his writing. After Beard's death, she put together The James Beard's Celebration Cookbook in order to raise money for the James Beard Foundation. Kafka's own exhaustively-researched single-subject cookbooks (Vegetables, Roasting, Microwave Cooking) have set a standard for excellence. In 2007, Kafka received a Lifetime Achievement Award from the James Beard Foundation.
In her interview, she discusses her relationship with Beard and her own extensive work.""","Authorship; Cookbooks; ""Cooking, American -- History -- 20th century""; Cooking -- Study and teaching; Food writing; ""Cooking, French""; Restaurants -- New York (State) -- New York; Cooking--Equipment and supplies; Homosexuality; Microwave cooking; Celiac disease; Wine; Journalism; ""Cunningham, Marion""; ""Ferrone, John""; ""Jones, Judith, 1924-2017""; ""Talmey, Allene""; ""Tower, Jeremiah""; ""Villas, James""; ""Waters, Alice""; ""Wilson, José""; ""Wolf, Burton""; ""Glaser, Milton""; ""Kafka, Barbara"";",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Kafka_Barbara_2010_04_13_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Kafka_Barbara-interview_3/Kafka_Barbara-2009_04_13-interview.precision.en.txt
